id,name,wilayah,kecamatan,kelurahan,jenis_tps,latitude,longitude,alamat
892,TPS Kopti Semanan,Jakarta Barat,Kalideres,SEMANAN,TIPE 1,-6.172146,106.699766,Tiap hari
509,TPS RW.08 Kel.Duri Pulo,Jakarta Pusat,Gambir,DURI PULO,TIPE 4,-6.16267098082,106.80185414,pengangkutan setiap hari
243,RW 14,Jakarta Utara,Cilincing,KALIBARU,TIPE 3,-6.09771537684,106.92985822,Seminggu 5X
575,Stasiun Tanah Abang,Jakarta Pusat,Tanah Abang,KOTA BAMBU SELATAN,TIPE 4,-6.186495726,106.811193229, 
131,Telkom,Jakarta Utara,Tanjung Priok,RAWA BADAK UTARA,TIPE 4,-6.117424,106.892735,"Bak Sampah, Pengangkutan sampah seminggu 2 kali"
611,Tong dustbin Kantor kecamatan cakung,Jakarta Timur,Cakung,UJUNG MENTENG,TIPE 3,-6.184166,106.940019, 
418,TPS ASEAN,Jakarta Selatan,Kebayoran Baru,Tidak Diketahui,TIPE 3,-6.23846947,106.7988277,"Seminggu 3 kali, tidak setiap hari."
708,TPS BAHTERA WIRANIAGA INTERNUSA,Jakarta Timur,Jatinegara,Tidak Diketahui,TIPE 3,-6.2205667,106.8638541,pengangkutan seminggu 2x
96,TPS Bak SMR,Jakarta Utara,Tanjung Priok,Tidak Diketahui,TIPE 4,-6.149981728,106.887284515, 
842,TPS RW. 04,Jakarta Barat,Grogol Petamburan,WIJAYA KUSUMAH,TIPE 4,-6.15371260051,106.773494101,pengangkutan setiap hari minggu libur
402,TPS Bareskrim Polri,Jakarta Selatan,Kebayoran Baru,Tidak Diketahui,TIPE 3,-6.23874,106.800517,"Tipe arm rool besar seminggu 2x ,compactor besar setiap hari"
358,TPS BRIN Pasar Jumat,Jakarta Selatan,Cilandak,Tidak Diketahui,TIPE 3,-6.29472,106.77389,Bukan komplek tapi kawasan perkantoran BRIN. Bukan dustbin tapi kontainer
456,TPS RW 01 Pegangsaan,Jakarta Pusat,Menteng,PEGANGSAAN,TIPE 3,-6.197287,106.841435,Truk datang seminggu 4x
524,Monas,Jakarta Pusat,Gambir,Tidak Diketahui,TIPE 2,-6.173735,106.82447,pengangkutan dan lintas jalan setiap hari
317,Studio 41,Jakarta Selatan,Mampang Prapatan,PELA MAMPANG,TIPE 2,-6.239664,106.821485,Seminggu 3x
511,Lenggang Jakarta irti,Jakarta Pusat,Gambir,Tidak Diketahui,TIPE 2,-6.17978343105,106.82531961,pengangkutan setiap hari
454,TPS SMP Negeri 1,Jakarta Pusat,Menteng,Tidak Diketahui,TIPE 4,-6.193024,106.839458,1 Tiper kecil datang seminggu 3x
360,PD Pasar Jaya,Jakarta Selatan,Pasar Minggu,PASAR MINGGU,TIPE 1,-6.283888,106.843716, 
305,TPS PD Pasar Kebayoran Lama Jl.Kramat RW. 01,Jakarta Selatan,Kebayoran Lama,KEBAYORAN LAMA UTARA,TIPE 3,-6.2369,106.78118,1
342,TPS PD Pasar Cipulir Jl.Cileduk Raya,Jakarta Selatan,Kebayoran Lama,CIPULIR,TIPE 4,-6.238252387,106.764791341,1
1115,TPS Gedung Garda,Jakarta Timur,Makasar,CIPINANG MELAYU,TIPE 3,-6.284144,106.905367,Truk datang sebulan 1x
339,TPS Gedung Lemigas Jl.Cileduk Raya,Jakarta Selatan,Kebayoran Lama,CIPULIR,TIPE 4,-6.2402,106.7662,1
322,TPS Graha Pena,Jakarta Selatan,Kebayoran Lama,GROGOL UTARA,TIPE 3,-6.2155,106.7782,1
1113,TPS Griya Ardya Garini,Jakarta Timur,Makasar,Tidak Diketahui,TIPE 4,-6.259376,106.890419,Truk datang sebulan 1x
680,TPS JL BUNI,Jakarta Timur,Cipayung,Tidak Diketahui,TIPE 4,-6.342846,106.895399,Truk dateng seminggu 2x selasa dan jumat
401,TPS Kampus Al Azhar,Jakarta Selatan,Kebayoran Baru,Tidak Diketahui,TIPE 4,-6.233976,106.800448,Isi sampahnya dari yayasan Al Azhar/pesantren/sekolah
414,TPS Kantor Kejaksaan Agung,Jakarta Selatan,Kebayoran Baru,Tidak Diketahui,TIPE 3,-6.24027569,106.7962609,Bukan Dustbin tapi kontainer.
405,TPS Kantor Walikota Jakarta Selatan,Jakarta Selatan,Kebayoran Baru,GUNUNG,TIPE 2,-6.248044,106.808015,"Sampah berasal dari kantor walikota, kemudian terdapat kontainer isinya 1 kubik/600 kg. Truck seminggu 1x"
710,Pasar Regional Balimester,Jakarta Timur,Jatinegara,Tidak Diketahui,TIPE 3,-6.216579,106.864527,pengangkutan 2 hari sekali
338,TPS Ps. Sayur RW. 009 Cipulir,Jakarta Selatan,Kebayoran Lama,CIPULIR,TIPE 4,-6.23517,106.76783,1
413,TPS PD Pasar Jaya Mayestik,Jakarta Selatan,Kebayoran Baru,Tidak Diketahui,TIPE 3,-6.2405844,106.7905368,"Bukan dustbin, tapi kontainer. TPS berada di dalam pasar, basement."
799,TPS Pasar sunan giri,Jakarta Timur,Pulogadung,JATINEGARA KAUM,TIPE 2,-6.196681,106.882018, 
337,Pasar tebet barat,Jakarta Selatan,Tebet,TEBET BARAT,TIPE 3,-6.239677,106.848436, 
529,Pasar Blok G,Jakarta Pusat,Tanah Abang,Tidak Diketahui,TIPE 4,-6.188629,106.812833,diangkut 2 hari sekali
404,TPS PD Pasar Jaya Santa,Jakarta Selatan,Kebayoran Baru,Tidak Diketahui,TIPE 2,-6.240256,106.811514,Sampah berasal dari PD pasar jaya
410,TPS PD Pasar Jaya Cipete Utara,Jakarta Selatan,Kebayoran Baru,Tidak Diketahui,TIPE 3,-6.26028737,106.7974017, 
716,TPS LP NARKOTIK,Jakarta Timur,Jatinegara,Tidak Diketahui,TIPE 4,-6.215026,106.883281,seminggu 3x pengangkutan
223,TPS MAKAM MBAH PRIOK,Jakarta Utara,Koja,KOJA,TIPE 3,-6.103602,106.899805,luas area tidak dapat ditentukan karna dustbin tersebar di setiap sudut area makam
20,TPS mendagri,Jakarta Selatan,Pancoran,Tidak Diketahui,TIPE 3,-6.2556037,106.8542305, 
679,TPS Perum Kopti,Jakarta Timur,Cipayung,Tidak Diketahui,TIPE 3,-6.309115,106.920952,1 minggu 2-3x
420,TPS Polda Metro Jaya,Jakarta Selatan,Kebayoran Baru,SENAYAN,TIPE 2,-6.222118034,106.810788135,Fasiltasnya Bak Penampungan bukan DusTbin. TPS berada di pojok luar kantor polda metro jaya.
417,TPS Polres Jaksel,Jakarta Selatan,Kebayoran Baru,Tidak Diketahui,TIPE 3,-6.2535205,106.7990109,Seminggu 2x tidak setiap hari
203,TPS POLRES RW. 12,Jakarta Utara,Koja,RAWA BADAK UTARA,TIPE 4,-6.11647,106.893474,ob memisahkan sampah anorganik
395,TPS Ponpes Darunajah RW 004,Jakarta Selatan,Pesanggrahan,ULUJAMI,TIPE 2,-6.247399,106.760464,0
714,Pasar rawabening,Jakarta Timur,Jatinegara,Tidak Diketahui,TIPE 3,-6.2161,106.869434,pengangkutan 1 minggu sekali
645,tps pasar ss klender,Jakarta Timur,Cakung,KLENDER,TIPE 2,-6.2128348,106.9017071,pengangkutan sampah ke bantar gebang setiap hari
1075,TPS PD Pasar Cibubur,Jakarta Timur,Ciracas,CIBUBUR,TIPE 3,-6.34544784,106.872437445,setiap hari
533,TPS Pasar Serdang,Jakarta Pusat,Kemayoran,SERDANG,TIPE 4,-6.156805,106.864807,"Tidak Ada Fasilitas, hanya area Pengankutan sampah"
684,Pasar binaan Munjul,Jakarta Timur,Cipayung,MUNJUL,TIPE 3,-6.350931,106.892246,Diangkut dua hari sekali
121,Pasar Elang,Jakarta Utara,Pademangan,PADEMANGAN TIMUR,TIPE 2,-6.1353848,106.8429094, 
333,TPS PD Pasar Bata Putih Jl.Kramat Patal RW. 02,Jakarta Selatan,Kebayoran Lama,GROGOL SELATAN,TIPE 3,-6.23542,106.783644,1
359,TPS Lokbin terminal Pasar Baru Eks Buntu,Jakarta Selatan,Pasar Minggu,PASAR MINGGU,TIPE 4,-6.28289,106.843223,Pengangkutan pagi tiap hari 2 kendaraan
717,TPS RS Pengayoman,Jakarta Timur,Jatinegara,Tidak Diketahui,TIPE 4,-6.216381,106.883462,pengangkutan 5 hari sekali
1118,TPS RSAU Dr. Esnawan Antariksa,Jakarta Timur,Makasar,Tidak Diketahui,TIPE 2,-6.257735,106.893094,Truk datang seminggu 1x
1114,TPS RSAU Lakesgilut,Jakarta Timur,Makasar,HALIM PERDANA KUSUMA,TIPE 3,-6.287632,106.897312,Truk datang sebulan 2x
1130,TPS Rusun Pemadam,Jakarta Timur,Ciracas,CIRACAS,TIPE 4,-6.324538898,106.868062137,truk datang sebulan 3x. gerobak digunakan hanya untuk mengangkut sampah ke mobil
661,TPS Rusun Pulo Gebang,Jakarta Timur,Cakung,Tidak Diketahui,TIPE 2,-6.201588,106.948903,di angkut 2 minggu sekali menyesuaikan dengan tingkat volume ampah
660,TPS Rusun Rawa Bebek,Jakarta Timur,Cakung,Tidak Diketahui,TIPE 2,-6.199638,106.963852,Di ankut 2 Minggu sekali Menyesuaikan dengan tingkat volume sampah di tp Kontainer
160,TPS RW 003,Jakarta Utara,Kelapa Gading,KELAPA GADING BARAT,TIPE 4,-6.15828,106.89233, 
1133,Tps Rw 006 (Kementerian PU),Jakarta Timur,Makasar,Tidak Diketahui,TIPE 2,-6.248243,106.911085,Sampah di angkut 1 kali dalam sebulan
146,Pasar impres RW 10,Jakarta Utara,Pademangan,PADEMANGAN BARAT,TIPE 2,-6.135268,106.840082, 
1283,TPS Pasar Sawah Besar,Jakarta Barat,Taman Sari,MAPHAR,TIPE 3,-6.158788,106.820955, 
534,TPS Pasar Kemayoran,Jakarta Pusat,Kemayoran,UTAN PANJANG,TIPE 4,-6.161104,106.855337,"Pengangkutan 6 Hari dalam seminggu, Hari Sabtu Libur, Tidak Ada Fasilitas dan hanya ada Tempat Penampungan Sementara"
105,PASAR MANDIRI,Jakarta Utara,Kelapa Gading,KELAPA GADING TIMUR,TIPE 4,-6.17107,106.90231,PASAR
1023,PD Pasar Sawah Barat,Jakarta Timur,Duren Sawit,DUREN SAWIT,TIPE 3,-6.22781,106.90633,pengangkutan seminggu 1x
785,PD Pasar jaya Rawamangun,Jakarta Timur,Pulogadung,Tidak Diketahui,TIPE 2,-6.198338,106.889481,container
451,Pasar Palmerah,Jakarta Pusat,Tanah Abang,Tidak Diketahui,TIPE 3,-6.208773,106.795672, 
1202,PD Pasar Jaya,Jakarta Timur,Pasar Rebo,GEDONG,TIPE 2,-6.307475,106.862961,Pengangkutan 3 Hari 1x
432,Tps Stasiun Senen,Jakarta Pusat,Senen,BUNGUR,TIPE 3,-6.171839,106.843992,container
1116,TPS STTD (Universitas Suryadarma),Jakarta Timur,Makasar,Tidak Diketahui,TIPE 3,-6.262467,106.887932,Truk datang sebulan 3x
650,TPS Walikota,Jakarta Timur,Cakung,Tidak Diketahui,TIPE 3,-6.214478,106.94348, 
1093,TransJakarta,Jakarta Timur,Makasar,KEBON PALA,TIPE 4,-6.255447,106.876053,truk sampah seminggu 3X tidak setiap hari
1100,UP. PPP Dinas Sumber Daya Air,Jakarta Timur,Jatinegara,Tidak Diketahui,TIPE 2,-6.227149,106.875948,Truk datang sebulan 1x tidak setiap hari
475,Walikota Jakarta Pusat,Jakarta Pusat,Gambir,PETOJO SELATAN,TIPE 2,-6.173978,106.819065,pengangkutan setiap hari
792,PD Pasar,Jakarta Timur,Pulogadung,Tidak Diketahui,TIPE 2,-6.21242,106.875643, 
400,Pasar pspt Tebet timur,Jakarta Selatan,Tebet,Tidak Diketahui,TIPE 4,-6.234533,106.856852, 
802,PD Pasar Kebembem,Jakarta Timur,Pulogadung,Tidak Diketahui,TIPE 4,-6.211708669,106.887103671,Pengangkutan sampah sebulan sekali menggunakan arm roll kecil
662,TPS Pasar Pulojahe,Jakarta Timur,Cakung,RAWATERATE,TIPE 3,-6.1947604,106.9225243,Kontainer di angkut dua hari sekali
1135,TPS pasar embrio,Jakarta Timur,Makasar,MAKASAR,TIPE 4,-6.276045,106.874528,Truk datang seminggu 2x tidak setiap hari
779,PD PASAR PALMERIAM,Jakarta Timur,Matraman,Tidak Diketahui,TIPE 3,-6.2052847,106.8602514, 
1230,Pasar Kaget Kalibaru,Jakarta Utara,Cilincing,KALIBARU,TIPE 4,-6.102233,106.927801, 
526,Pasar blokG,Jakarta Pusat,Tanah Abang,Tidak Diketahui,TIPE 3,-6.188629,106.812833,Kapasitas & Luas Belum terisi
38,PD Pasar Jaya Karet Pedurenan RW 03,Jakarta Selatan,Setiabudi,Tidak Diketahui,TIPE 2,-6.2208339,106.8202248,Pengangkutan Seminggu 3 Kali
167,TPS PD PASAR TELUK GONG,Jakarta Utara,Penjaringan,Tidak Diketahui,TIPE 3,-6.137639,106.782194, 
543,Pasar lokbin,Jakarta Pusat,Tanah Abang,Tidak Diketahui,TIPE 1,-6.207724,106.796059,angkut 2 sampai 3 x sminggu
369,TPS Pasar Lokbin Pesanggrahan,Jakarta Selatan,Pesanggrahan,BINTARO,TIPE 2,-6.25639262,106.7614122,0
102,PD PASAR JAYA INPRES,Jakarta Utara,Kelapa Gading,Tidak Diketahui,TIPE 2,-6.175846,106.906354,PASAR
326,Pasar Mampang,Jakarta Selatan,Mampang Prapatan,MAMPANG PRAPATAN,TIPE 3,-6.241019,106.824999,Seminggu 7x
644,PD Pasar Ujung Menteng,Jakarta Timur,Cakung,UJUNG MENTENG,TIPE 2,-6.189996,106.966595, 
1009,Pool Gerobak Jl. Kopi,Jakarta Barat,Tambora,ROA MALAKA,TIPE 4,-6.134348,106.808826, 
707,TPS RUSUN KP MELAYU RW 09,Jakarta Timur,Jatinegara,Tidak Diketahui,TIPE 4,-6.22297149891,106.865691801,pengangkutan setiap hari
850,Full gerobak Rw 10,Jakarta Barat,Grogol Petamburan,JELAMBAR,TIPE 4,-6.15781526215,106.783281532,Mayoritas warganya chinesee dan kalangan elit angkut senin rabu jumat
388,TPS RW. 08 Bintaro (Door to Door),Jakarta Selatan,Pesanggrahan,BINTARO,TIPE 4,-6.26993084,106.756606,0
1350,Poll gerobak jl. PBSI,Jakarta Timur,Cipayung,Tidak Diketahui,TIPE 4,-6.335709,106.89238, 
235,TPS Elnusa RW.05 (Transit),Jakarta Utara,Koja,RAWA BADAK SELATAN,TIPE 4,-6.13082829,106.8963039, 
957,Jl. Saili RW. 02 (Transit),Jakarta Barat,Pal Merah,Tidak Diketahui,TIPE 4,-6.190009,106.793695,"Pelayanan hari Senin - Sabtu, hari Minggu Libur. Pinggir Jalan"
1080,TPS Jl. Mabel RW03 (Transit),Jakarta Timur,Ciracas,CIRACAS,TIPE 4,-6.32199261489,106.877607873,"truk datang seminggu 2x, dan warga langsung buang sampah 1 hari sebelum pengangkutan"
113,Tps Budidarma,Jakarta Utara,Cilincing,CILINCING,TIPE 2,-6.114018,106.92763, 
976,RW 01,Jakarta Barat,Taman Sari,TAMAN SARI,TIPE 4,-6.153247,106.82717, 
635,TPS Kontainer Erama 2000,Jakarta Timur,Cakung,Tidak Diketahui,TIPE 2,-6.206153,106.946022, 
667,Bak Beton Rt 03 / 04,Jakarta Timur,Cipayung,Tidak Diketahui,TIPE 4,-6.285768,106.908927, 
958,TPS RW.05 (Transit),Jakarta Barat,Taman Sari,PINANGSIA,TIPE 4,-6.138082,106.817222, 
861,Pool Gerobak Rw.09 Tomang,Jakarta Barat,Grogol Petamburan,TOMANG,TIPE 4,-6.16695355173,106.79557643,Truk datang seminggu 3x (senin rabu jumat)
231,PD Pasar Jaya Kalibaru,Jakarta Utara,Cilincing,KALIBARU,TIPE 4,-6.102233,106.927801,Seminggu 7 x
6392,Door to Door_PETAMBURAN,Jakarta Pusat,Tanah Abang,PETAMBURAN,Door to Door,-6.19788895516,106.809296426, 
446,TPS Blora (Transit),Jakarta Pusat,Menteng,MENTENG,TIPE 4,-6.201347,106.823567,1 Tiper Besar datang setiap hari
103,PD Pasar Anyar Bahari,Jakarta Utara,Tanjung Priok,Tidak Diketahui,TIPE 1,-6.11453,106.879494,Setiap Hari
767,TPS RT 014/ RW 03 Kel. Kebon Manggis,Jakarta Timur,Matraman,KEBON MANGGIS,TIPE 4,-6.20608,106.85102,Truk datang sebulan 1x
758,Tps rt 3,Jakarta Timur,Kramatjati,KRAMATJATI,TIPE 4,-6.268055,106.871049,"Pengangkutan 2x sebulan, tergantung telepon"
617,Bak Yamaha,Jakarta Timur,Cakung,RAWATERATE,TIPE 4,-6.191302,106.923045, 
1158,Tps Denzipur,Jakarta Timur,Pasar Rebo,CIJANTUNG,TIPE 2,-6.3162424,106.8595986,Pengangkutan Berada di Komplek TNI dan pengangkutan seminggu 1x
6399,Lintas_KALIDERES,Jakarta Barat,Kalideres,Tidak Diketahui,Lintas,-6.15237217159,106.713538121, 
56,TPS 3 RW 14 Rawa Badak Utara,Jakarta Utara,Koja,RAWA BADAK UTARA,TIPE 4,-6.123738,106.894462, 
485,Pasar Thomas,Jakarta Pusat,Gambir,CIDENG,TIPE 4,-6.179616,106.813479,pengangkutan setiap hari
479,TPS Pasar Petojo Ilir,Jakarta Pusat,Gambir,DURI PULO,TIPE 2,-6.163276,106.812155,pengangkutan setiap hari
788,Pool gerobak tps rw 07 (Transit),Jakarta Timur,Pulogadung,JATI,TIPE 4,-6.193519,106.902858, 
194,TPS DOOR TO DOOR RW 10,Jakarta Utara,Penjaringan,PLUIT,TIPE 4,-6.130833,106.758056, 
493,TPS Rw. 010 Apron,Jakarta Pusat,Kemayoran,KEBON KOSONG,TIPE 2,-6.155982,106.852798, 
247,TPS RW 08 (Transit),Jakarta Utara,Cilincing,Tidak Diketahui,TIPE 4,-6.10334969943,106.939171479,kapasitas 100kg
770,TPS Asem Gede,Jakarta Timur,Matraman,UTAN KAYU SELATAN,TIPE 4,-6.198457,106.868819,pengangkutan dilakukan seminggu 2x
250,tps lintas rw 08 sukapura,Jakarta Utara,Cilincing,PEGANGSAAN DUA,TIPE 4,-6.159231,106.922898,Lintas door to door
1255,TPS DOR TO DOR RW 11,Jakarta Barat,Cengkareng,Tidak Diketahui,TIPE 4,-6.165558,106.716848, 
676,TPS Lintas Setu Raya,Jakarta Timur,Cipayung,Tidak Diketahui,TIPE 4,-6.312492,106.913409, 
6411,Door to Door_PONDOK KELAPA,Jakarta Timur,Duren Sawit,PONDOK KELAPA,Door to Door,-6.25341856082,106.927099276, 
1039,Tps hankam,Jakarta Timur,Ciracas,KELAPA DUA WETAN,TIPE 4,-6.348741,106.87895,Tidak setiap hari. angkut seminggu 2 kali
465,TPS Rw 9,Jakarta Pusat,Gambir,DURI PULO,TIPE 4,-6.1609116636,106.799723986,pengangkutan setiap hari
789,TPS 01 (Transit),Jakarta Timur,Pulogadung,KLENDER,TIPE 4,-6.212676,106.900277, 
1293,TPS RW 8,Jakarta Timur,Cipayung,Tidak Diketahui,TIPE 4,-6.2876047,106.9018853,Seminggu 3x
741,TPS RW.11 Cawang,Jakarta Timur,Kramatjati,KRAMATJATI,TIPE 4,-6.249535,106.87067,Truk datang seminggu 3 kali
695,Tps Rambo,Jakarta Timur,Cipayung,Tidak Diketahui,TIPE 2,-6.306691,106.886745, 
1325,TPS Gandaria,Jakarta Selatan,Jagakarsa,JAGAKARSA,TIPE 4,-6.331726,106.81499,Operasional Kegiatan Pengangkutan Sampah dilakukan seminggu 1x
517,TPS Kampung Bali 25,Jakarta Pusat,Tanah Abang,KEBON KACANG,TIPE 4,-6.186008,106.818338, 
1208,tps door to door Kompleks yonkav bawah,Jakarta Timur,Pasar Rebo,BARU,TIPE 4,-6.328145054,106.844203,truk mengangkut seminggu 2 kali
520,Rusun Benhil 2,Jakarta Pusat,Tanah Abang,BENDUNGAN HILIR,TIPE 4,-6.200452,106.808513,Truk ke rusun seminggu 2x
1309,Asrama lingkungan hidup lenteng agung,Jakarta Selatan,Jagakarsa,LENTENG AGUNG,TIPE 3,-6.341476,106.839295, 
163,Dipo Rw 09,Jakarta Utara,Cilincing,CILINCING,TIPE 2,-6.144314,106.919746,Truk datang seminggu 3x
186,TPS DOOR TO DOOR RW 14,Jakarta Utara,Penjaringan,PLUIT,TIPE 4,-6.121183,106.783283, 
83,TPS RW 011 KGB,Jakarta Utara,Kelapa Gading,Tidak Diketahui,TIPE 2,-6.14642,106.90414, 
383,Perumahan tanjung barat indah,Jakarta Selatan,Jagakarsa,TANJUNG BARAT,TIPE 2,-6.304992,106.845447,"Pengangkutan sampah dilakukan seminggu 2 kali, ada dua container khusus buat ngangkut sampahnya"
1308,Jl. Kramat,Jakarta Selatan,Jagakarsa,Tidak Diketahui,TIPE 2,-6.32346,106.840648,Operasional Pengangkutan Sampah sebanyak 2x dalam seminggu
246,Bak 1,Jakarta Utara,Cilincing,CILINCING,TIPE 4,-6.10011642516,106.935066311, 
607,Bak 1 protokol,Jakarta Timur,Cakung,CAKUNG BARAT,TIPE 4,-6.185588,106.942678, 
740,Tps rw 8,Jakarta Timur,Kramatjati,KRAMATJATI,TIPE 2,-6.276608,106.870955,pengangkutan setiap hari
683,Komplek Binamarga,Jakarta Timur,Cipayung,Tidak Diketahui,TIPE 3,-6.327037,106.890611, 
436,Rw 03 Kel Senen,Jakarta Pusat,Senen,Tidak Diketahui,TIPE 3,-6.179191,106.838755,1 Container
1191,Jl. H. Balok,Jakarta Timur,Pasar Rebo,PEKAYON,TIPE 4,-6.34431833333,106.858156667,Seminggu 4 kali
777,TPS RT 023 RW 03 Kel. Kebon Manggis,Jakarta Timur,Matraman,KEBON MANGGIS,TIPE 4,-6.2076653,106.8554686,Truk datang sebulan 1x
769,TPS RT 027/ RW 03 Kel. Kebon Manggis,Jakarta Timur,Matraman,KEBON MANGGIS,TIPE 4,-6.206685,106.853203,Truk datang sebulan 1x
554,TPS KEPU SELATAN,Jakarta Pusat,Senen,KEMAYORAN,TIPE 4,-6.16863,106.843519, 
1317,Perumahan Tanjung Mas (WR),Jakarta Selatan,Jagakarsa,TANJUNG BARAT,TIPE 2,-6.307085,106.843883,Operasional Kegiatan Pengangkutan Sampah dilakukan seminggu 6x
1207,Yonif Mekanis 201 jaya yudha,Jakarta Timur,Pasar Rebo,Tidak Diketahui,TIPE 3,-6.35313734821,106.861531634,Seminggu 2 kali
968,Poll Gerobak RW 04,Jakarta Barat,Taman Sari,MANGGA BESAR,TIPE 4,-6.145587,106.820704, 
72,TPS RW 018 (Transit),Jakarta Utara,Kelapa Gading,Tidak Diketahui,TIPE 4,-6.158749,106.906186, 
983,Poll grobak Rw 01,Jakarta Barat,Taman Sari,KRUKUT,TIPE 4,-6.155157,106.817097, 
1074,Transit RW 06,Jakarta Timur,Ciracas,CIBUBUR,TIPE 3,-6.352211,106.890724,5 hari sekali
1344,Poll gerobak komplek PWI,Jakarta Timur,Cipayung,Tidak Diketahui,TIPE 4,-6.321069,106.891693, 
563,TPS RW. 06,Jakarta Pusat,Kemayoran,CEMPAKA BARU,TIPE 4,-6.17105,106.861169, 
232,TPS RW 01,Jakarta Utara,Koja,TUGU UTARA,TIPE 4,-6.129233,106.908402,sampah liar yang dibuang warga dipinggir Jl. Plumpang Semper
175,TPS RW 02,Jakarta Utara,Penjaringan,PLUIT,TIPE 4,-6.111956,106.773281, 
40,Full Gerobak RW 02,Jakarta Selatan,Setiabudi,SETIABUDI,TIPE 4,-6.209914,106.8292,Hari Minggu libur
955,Golkar RW 01,Jakarta Barat,Pal Merah,KEMANGGISAN,TIPE 4,-6.184112,106.793191,"Pelayanan Senin - Sabtu, hari minggu libur Diluar area gedung Golkar"
815,TPS 09,Jakarta Barat,Cengkareng,Tidak Diketahui,TIPE 3,-6.172465,106.717593, 
668,Tong dusbin Rw 12,Jakarta Timur,Cipayung,Tidak Diketahui,TIPE 3,-6.287514,106.909898, 
1268,TPS Dor to dor rw 20,Jakarta Barat,Kalideres,PEGADUNGAN,TIPE 4,-6.133826,106.694026,Seminggu 6 Kali Pengangkutan Sampah
886,TPS RW 14,Jakarta Barat,Kalideres,Tidak Diketahui,TIPE 3,-6.118907,106.72364,Truk datang 2x dalam seminggu
1147,gebras,Jakarta Timur,Ciracas,RAMBUTAN,TIPE 4,-6.307679,106.873597,angkut setiap hari
492,TPS Rw. 12 Convair,Jakarta Pusat,Kemayoran,KEBON KOSONG,TIPE 3,-6.153507,106.853838, 
1178,Komplek Zeni,Jakarta Timur,Pasar Rebo,PEKAYON,TIPE 4,-6.3395042,106.867864,1 minggu 2 kali
1265,Container RW 16 Pegadungan,Jakarta Barat,Kalideres,Tidak Diketahui,TIPE 4,-6.121193,106.703779,Pengangkutan Sampah Container seminggu 3 kali
969,Poll Gerobak RW 03 Mangga Besar,Jakarta Barat,Taman Sari,MANGGA BESAR,TIPE 4,-6.144771,106.820784, 
99,Erwe 04,Jakarta Utara,Tanjung Priok,Tidak Diketahui,TIPE 4,-6.137449,106.875162, 
497,TPS Taman Pramuka (Transit),Jakarta Pusat,Cempaka Putih,RAWASARI,TIPE 4,-6.194088,106.861022,Pinggir Jalan
237,Tps bak cablak,Jakarta Utara,Cilincing,ROROTAN,TIPE 4,-6.157296,106.95857, 
53,TPS 1 RW 14 Rawa Badak Utara,Jakarta Utara,Koja,RAWA BADAK UTARA,TIPE 4,-6.12265,106.894408, 
773,TPS RT 015 RW 03 Kel. Kebon Manggis,Jakarta Timur,Matraman,KEBON MANGGIS,TIPE 4,-6.209414,106.853314,Truk datang sebulan 1x
604,H. Naman,Jakarta Timur,Cakung,RAWATERATE,TIPE 4,-6.189432,106.923271, 
1131,Pom Bensin Dustbin Haji Ijum,Jakarta Timur,Ciracas,SUSUKAN,TIPE 4,-6.308882,106.869432,mobil compactor ini tidak hanya mengangkut sampah Tps Haji Ijum saja. angkut 2 hari sekali
614,Bsk loundry,Jakarta Timur,Cakung,RAWATERATE,TIPE 4,-6.190707,106.923055, 
1170,tps yonkav 7,Jakarta Timur,Pasar Rebo,BARU,TIPE 3,-6.32805047,106.84250199,Pengankutan container 3 kali seminggu
734,Bak beton rt 5,Jakarta Timur,Kramatjati,KRAMATJATI,TIPE 4,-6.26933031395,106.871549102,Pengangkutan sebulan sekali
438,Rw 05 Kel Senen,Jakarta Pusat,Senen,KWITANG,TIPE 3,-6.179726,106.838075,1 Container
1259,TPS RW 04,Jakarta Barat,Cengkareng,CENGKARENG TIMUR,TIPE 4,-6.15423476019,106.748479399,Seminggu 2x
1301,TPS RT 2 RW 8,Jakarta Timur,Kramatjati,TENGAH,TIPE 4,-6.2840424,106.8711299,"Truk sampah tiga kali sehari. 250 kg pertigahari, luas lahan 1*1 meter. Langsung di angkut oleh truck, warga langsung buat ke tempat TPS."
1339,Bak container GG. Wasis,Jakarta Timur,Cipayung,Tidak Diketahui,TIPE 3,-6.32563,106.90278, 
90,TPS RW 09 (Transit),Jakarta Utara,Tanjung Priok,Tidak Diketahui,TIPE 4,-6.138723,106.860446, 
1090,Tps Rw 003 Pinggir Kali,Jakarta Timur,Makasar,KEBON PALA,TIPE 4,-6.262786,106.874669,Pengangkutan sampah 1 minggu sekali
95,Kramat Jaya,Jakarta Utara,Koja,TUGU UTARA,TIPE 3,-6.117894,106.916744, 
877,TPS POLSEK RW 02,Jakarta Barat,Kalideres,KALIDERES,TIPE 4,-6.15615,106.704772,Truk 1 minggu 1X
1188,TPS Beringin,Jakarta Timur,Pasar Rebo,GEDONG,TIPE 1,-6.309823,106.862403,"Pengangkutan 1 Hari Sekali / Setiap Hari, Sampah Tarikan Retribusi Gerobak Motor PJLP di Ritasi ke 2 / Tarikan Sampah Gerobak Motor 2 Rit dalam 1 Hari, mobil lintas LH 1 unit"
1323,Jl. Aselih,Jakarta Selatan,Jagakarsa,Tidak Diketahui,TIPE 4,-6.352431,106.795972,Operasional Kegiatan Pengangkutan Sampah dilakukan seminggu 3x
